"","Project","Date","Outflow (kcfs)","Spill (kcfs)","Spill Percent (%)","Inflow (kcfs)","Temp (Scroll Case) (C)","Temperature (C)","Barometric Pressure (mmHg)","Dissolved Gas (mmHg)","Dissolved Gas Percent (%)","Turbidity (ft)","Elevation (ft)"
"1944","BON",2005-03-30,149.24,1.35,0.9,153.6,7.36,7.36,770.71,783.33,101.64,3.5,76.01
"1945","BON",2005-03-31,170.36,1.35,0.79,168.6,7.48,7.48,769.75,788.04,102.38,6,76
"1946","BON",2005-04-01,159.64,1.38,0.86,154.6,7.62,7.62,765.5,791.29,103.37,5,75.94
"1947","BON",2005-04-02,155.58,1.31,0.84,151.4,7.57,7.57,761.96,790.16,103.71,5.3,75.24
"1948","BON",2005-04-03,132.26,1.52,1.15,131.6,7.63,7.63,755.13,793.3,105.06,NA,75.24
"1949","BON",2005-04-04,130.55,1.39,1.07,135.7,7.71,7.71,763.58,792.46,103.78,NA,75.3
"1950","BON",2005-04-05,148.94,1.38,0.93,153,7.77,7.77,767.71,793.21,103.32,NA,75.63
"1951","BON",2005-04-06,170.28,1.6,0.94,174.6,7.94,7.94,761.21,796.75,104.67,5,75.86
"1952","BON",2005-04-07,155.09,1.53,0.98,143.6,8.07,8.07,754.34,797.91,105.78,5,75.08
"1953","BON",2005-04-08,120.45,1.64,1.36,122.1,8.1,8.1,753.97,793.33,105.25,4.5,75.42
"1954","BON",2005-04-09,128.2,1.55,1.21,118.3,8.15,8.15,765.87,793.33,103.59,4.5,75.07
"1955","BON",2005-04-10,118.28,1.54,1.3,130,8.25,8.25,766.79,795.16,103.7,4,74.9
"1956","BON",2005-04-11,150.18,1.55,1.03,137.6,8.41,8.41,763.37,797.54,104.48,6,75.47
"1957","BON",2005-04-12,136.13,1.5,1.1,144.6,8.5,8.5,761.25,799.25,104.99,6,74.83
"1958","BON",2005-04-13,146.97,1.55,1.06,151.9,8.67,8.67,764.66,799.29,104.53,5,75.36
"1959","BON",2005-04-14,139.95,1.55,1.11,138.8,8.85,8.85,770.54,828.87,107.57,4,75.43
"1960","BON",2005-04-15,154.24,11.98,7.76,152,8.99,8.99,766.66,842.16,109.85,4.5,75.5
"1961","BON",2005-04-16,125.4,50.24,40.07,124.6,9.11,9.11,761.37,846.96,111.24,4,75.43
"1962","BON",2005-04-17,126.6,50.34,39.76,130,9.24,9.24,764.71,851.75,111.38,4.5,75.6
"1963","BON",2005-04-18,127.32,50.38,39.57,127.6,9.42,9.42,768.25,839.75,109.31,4.5,75.54
"1964","BON",2005-04-19,144.32,54.67,37.88,136.5,9.59,9.59,766.62,832.5,108.59,5,75.1
"1965","BON",2005-04-20,128.68,77.27,60.05,134.5,9.83,9.83,763.83,830.66,108.75,6,74.83
"1966","BON",2005-04-21,129.83,75.2,57.92,131.9,10.1,10.1,766.08,828.5,108.15,6.5,75.15
"1967","BON",2005-04-22,174.29,74.94,43,174.6,10.38,10.38,762.91,830.29,108.83,4.5,75.85
"1968","BON",2005-04-23,150.43,74.98,49.84,149.5,10.5,10.5,758.54,841.29,110.91,5,75.91
"1969","BON",2005-04-24,145.24,74.98,51.63,136.5,10.59,10.59,761.33,846.62,111.2,5,75.12
"1970","BON",2005-04-25,128.04,75.78,59.19,138.1,10.69,10.69,764.12,845.08,110.6,6,75.07
"1971","BON",2005-04-26,178.11,79.63,44.71,184.4,10.98,10.98,763.71,837.04,109.6,6,75.55
"1972","BON",2005-04-27,192.75,81.14,42.1,186.3,11.3,11.3,758.66,842.83,111.1,7,75.77
"1973","BON",2005-04-28,202.09,78.77,38.98,200,11.51,11.51,761.08,845.37,111.07,6,75.29
"1974","BON",2005-04-29,172.41,79.44,46.07,169.7,11.48,11.48,764.96,851.62,111.33,6,75.37
"1975","BON",2005-04-30,171.23,81.39,47.53,177.6,11.4,11.4,765.83,855.75,111.74,5.5,75.52
"1976","BON",2005-05-01,166.59,80.52,48.33,163.7,11.6,11.6,764.16,864.25,113.1,6,75.68
"1977","BON",2005-05-02,192.19,77.56,40.35,191.7,11.9,11.9,765.16,873.41,114.15,6,75.54
"1978","BON",2005-05-03,179.35,76.35,42.57,182.5,12.29,12.29,763.08,867.21,113.65,5,75.39
"1979","BON",2005-05-04,187.68,75.2,40.07,187.4,12.76,12.76,760.75,865.04,113.71,5.8,74.76
"1980","BON",2005-05-05,191.63,65.14,33.99,191.2,12.87,12.87,757.41,869.5,114.8,4,75.67
"1981","BON",2005-05-06,198.27,64.92,32.74,195.8,12.88,12.88,757.41,858.75,113.38,5,75.27
"1982","BON",2005-05-07,202.2,66.65,32.96,201.5,13,13,760.16,838.37,110.29,4,74.73
"1983","BON",2005-05-08,220.25,72.69,33,213.4,13.19,13.19,756.79,838.08,110.74,4,75.25
"1984","BON",2005-05-09,231.57,77.76,33.58,244.2,13.22,13.22,753.79,838.58,111.25,5,74.84
"1985","BON",2005-05-10,235.8,81.81,34.7,231.7,13.13,13.13,762.21,837.16,109.84,4,75.18
"1986","BON",2005-05-11,257.62,87.93,34.13,257,13.4,13.4,765.96,833.21,108.78,4,74.95
"1987","BON",2005-05-12,284.55,90.02,31.64,277.3,13.53,13.53,764,830.62,108.72,4,74.18
"1988","BON",2005-05-13,239.05,91.94,38.46,246.2,13.68,13.68,762.5,838.79,110.01,3,74.72
"1989","BON",2005-05-14,242.24,91.5,37.77,243.3,13.76,13.76,762.37,861.08,112.95,3.5,75
"1990","BON",2005-05-15,241.58,91.03,37.68,232.7,13.82,13.82,757.04,863.83,114.11,4,74.75
"1991","BON",2005-05-16,244.52,89.43,36.58,239.1,13.82,13.82,755.41,853.21,112.95,4,74.52
"1992","BON",2005-05-17,249.39,89,35.69,256.7,13.94,13.94,754.79,842.16,111.58,4,74.12
"1993","BON",2005-05-18,287.27,89.21,31.05,297.6,14,14,750.66,856.12,114.05,5,74.93
"1994","BON",2005-05-19,292.17,87.23,29.86,274.8,14.04,14.04,759.41,861.04,113.38,4,73.98
"1995","BON",2005-05-20,265.03,85.04,32.09,263.8,14.06,14.06,762.08,855.83,112.3,3.8,73.94
"1996","BON",2005-05-21,280.89,85.47,30.43,282.8,14,14,763.75,850.58,111.37,3.5,73.34
"1997","BON",2005-05-22,266.73,105.81,39.67,268.4,13.87,13.87,765.25,857.29,112.03,3.8,74.03
"1998","BON",2005-05-23,268.15,85.23,31.79,275.2,13.93,13.93,766.54,846.04,110.37,4,73.79
"1999","BON",2005-05-24,261.9,85.17,32.52,248.2,13.98,13.98,766.87,857.29,111.79,4,73.5
"2000","BON",2005-05-25,255.68,85.66,33.5,248.9,14.06,14.06,764.83,856.37,111.97,3.5,73.06
"2001","BON",2005-05-26,249.03,87.23,35.03,252.5,14.23,14.23,761.62,860.58,112.99,5,72.98
"2002","BON",2005-05-27,247.57,89.25,36.05,258,14.45,14.45,756.91,866.75,114.51,4,73.08
"2003","BON",2005-05-28,261.95,89.25,34.07,273.1,14.72,14.72,756.37,874.12,115.57,4,73.89
"2004","BON",2005-05-29,231.35,89.18,38.55,230.4,14.88,14.88,760.41,842.71,110.82,4.5,75.53
"2005","BON",2005-05-30,199.85,90.14,45.1,189.6,15,15,762.33,814.91,106.9,4.4,74.83
"2006","BON",2005-05-31,193.46,91.39,47.24,195,15.11,15.11,762.25,809,106.13,6,74.11
"2007","BON",2005-06-01,224.2,90.41,40.33,217.2,15.19,15.19,761.96,817.33,107.27,6,74.13
"2008","BON",2005-06-02,244.42,93.37,38.2,237.3,15.23,15.23,762.21,822.46,107.9,5,73.7
"2009","BON",2005-06-03,221.39,95.75,43.25,228.7,15.22,15.22,761.66,814.21,106.9,4,73.7
"2010","BON",2005-06-04,215.4,95.95,44.55,237.3,15.25,15.25,759.62,812.46,106.95,4.5,74.46
"2011","BON",2005-06-05,193.78,96.88,50,173.8,15.31,15.31,756.66,813.33,107.49,5,74.97
"2012","BON",2005-06-06,204.31,97.13,47.54,212.7,15.35,15.35,758.46,815.75,107.55,5,73.93
"2013","BON",2005-06-07,188.19,99.03,52.62,186.7,15.42,15.42,759.66,817.87,107.66,6.5,73.93
"2014","BON",2005-06-08,183.18,96.84,52.87,183.1,15.51,15.51,758.91,818.66,107.87,5.2,73.9
"2015","BON",2005-06-09,207.72,96.61,46.51,212.5,15.89,15.89,758.62,825.71,108.84,5,75.09
"2016","BON",2005-06-10,198.27,92.75,46.78,192.8,16.01,16.01,760.08,828.83,109.05,6,74.64
"2017","BON",2005-06-11,196.19,88.73,45.23,204.9,15.94,15.94,760.29,819.12,107.74,6,75.08
"2018","BON",2005-06-12,182.87,89.65,49.02,170.7,15.79,15.79,763.29,811.79,106.35,5,74.7
"2019","BON",2005-06-13,176.08,94.29,53.55,171.9,15.92,15.92,763.16,816.62,107.01,6,73.8
"2020","BON",2005-06-14,189.07,94.96,50.22,186.7,16,16,760.25,819.29,107.77,NA,73.55
"2021","BON",2005-06-15,177.19,94.59,53.38,199.5,16.14,16.14,758.87,820.5,108.12,NA,74.23
"2022","BON",2005-06-16,186.88,96.43,51.6,174.7,16.38,16.38,752.71,828.66,110.09,7,74.77
"2023","BON",2005-06-17,191.5,91.73,47.9,186,16.4,16.4,753.46,833.5,110.62,7,74.35
"2024","BON",2005-06-18,181.65,92.3,50.81,197.7,16.68,16.68,757.16,832.46,109.94,5,74.38
"2025","BON",2005-06-19,155.2,92.04,59.3,144.2,16.88,16.88,760.62,829.46,109.05,5,75.2
"2026","BON",2005-06-20,196.9,92.1,46.78,193.5,17.25,17.25,760.71,837.79,110.13,7,74.08
"2027","BON",2005-06-21,187.65,87.27,46.51,183.7,17.52,17.52,760.79,832.66,109.45,7,73.05
"2028","BON",2005-06-22,198.6,85.48,43.04,205.7,17.52,17.52,764.25,813.33,106.42,5,73.83
"2029","BON",2005-06-23,222.6,90.77,40.78,226.8,17.66,17.66,763.46,809.83,106.08,5,74.51
"2030","BON",2005-06-24,199.38,92.63,46.46,202.8,17.63,17.63,760.37,826.75,108.73,5,74.37
"2031","BON",2005-06-25,211.86,92.9,43.85,212.1,17.61,17.61,759.71,820.91,108.06,5,74.96
"2032","BON",2005-06-26,200.38,90.69,45.26,194.3,17.77,17.77,758.71,817.62,107.77,5,74.99
"2033","BON",2005-06-27,201.51,95.38,47.33,207.5,17.78,17.78,758.83,812.54,107.08,NA,74.47
"2034","BON",2005-06-28,198.91,96.09,48.31,193.9,17.72,17.72,763.46,813.62,106.57,4.5,74.59
"2035","BON",2005-06-29,193.76,96.99,50.06,200.8,17.92,17.92,764.66,808.54,105.74,4.5,74.39
"2036","BON",2005-06-30,205.84,97.12,47.18,202.1,18.46,18.46,762.41,815.83,107.01,4,74.05
"2037","BON",2005-07-01,210.12,97.15,46.24,216.4,18.84,18.84,763.12,815.16,106.82,6,74.09
"2038","BON",2005-07-02,211.86,97.04,45.8,202.3,18.77,18.77,763.37,810.21,106.14,6,74.43
"2039","BON",2005-07-03,182.26,97.05,53.25,181.3,18.59,18.59,763.58,808.91,105.94,5,74.23
"2040","BON",2005-07-04,156.11,94.23,60.36,150.8,18.63,18.63,763.75,816.87,106.96,6,74.28
"2041","BON",2005-07-05,172.76,84.32,48.8,185.7,18.88,18.88,762.04,818.29,107.38,6.5,74.88
"2042","BON",2005-07-06,176.27,90.7,51.45,164.7,19.09,19.09,761.46,815.25,107.06,6,75.03
"2043","BON",2005-07-07,152.71,81.38,53.29,166.6,19.22,19.22,761.71,812.12,106.62,5,75.06
"2044","BON",2005-07-08,197.27,95.49,48.4,181.4,19.24,19.24,760.29,810.71,106.63,4.8,73.82
"2045","BON",2005-07-09,181,95.02,52.5,195.9,19.05,19.05,760.54,813.16,106.92,6,74.42
"2046","BON",2005-07-10,174.86,91.14,52.12,170.7,19.07,19.07,760.87,822.87,108.15,6,75.98
"2047","BON",2005-07-11,178.08,92.13,51.73,176.4,19.31,19.31,762.83,825.54,108.22,6.3,75.08
"2048","BON",2005-07-12,176.34,90.96,51.58,177.6,19.75,19.75,766.04,824.46,107.63,5,75.21
"2049","BON",2005-07-13,174.49,87.18,49.96,179.7,19.86,19.86,767.71,813.46,105.96,6,75.46
"2050","BON",2005-07-14,192.05,94.35,49.13,192.5,19.86,19.86,764.08,811.04,106.15,5,75.36
"2051","BON",2005-07-15,209.73,96.9,46.21,203.8,19.99,19.99,760.66,828.66,108.94,NA,75.08
"2052","BON",2005-07-16,196.81,97.12,49.35,194.4,20.1,20.1,762.41,820.87,107.67,5,74.97
"2053","BON",2005-07-17,192.21,96.83,50.38,198.8,20.34,20.34,762.37,818.46,107.36,5,75.34
"2054","BON",2005-07-18,172.7,90.21,52.24,173.4,20.61,20.61,758.83,832.04,109.65,5,75.31
"2055","BON",2005-07-19,170.14,88.35,51.93,166.3,20.72,20.72,759.54,824.16,108.51,6,75.18
"2056","BON",2005-07-20,156.06,84.4,54.08,152,20.59,20.59,761.08,804.62,105.72,5.5,74.92
"2057","BON",2005-07-21,165.33,82.98,50.19,177.2,20.7,20.7,759.04,803.71,105.89,7,75.19
"2058","BON",2005-07-22,190.16,89.98,47.31,182.3,20.81,20.81,761,814.62,107.05,7,74.78
"2059","BON",2005-07-23,156.43,90.17,57.64,159.3,20.94,20.94,765,812.21,106.17,7,75.11
"2060","BON",2005-07-24,149.21,90.35,60.55,146.9,20.91,20.91,764.91,804.16,105.13,NA,74.97
"2061","BON",2005-07-25,159.44,83.12,52.13,169.9,20.8,20.8,765.29,799.16,104.43,NA,75.62
"2062","BON",2005-07-26,178.86,92.11,51.5,177.2,20.97,20.97,763.79,812.37,106.36,7,75.7
"2063","BON",2005-07-27,161.37,89.25,55.3,155,21.27,21.27,760.04,834.41,109.79,7,75.78
"2064","BON",2005-07-28,158.3,84.8,53.57,161.5,21.52,21.52,760.62,837.12,110.06,6,75.87
"2065","BON",2005-07-29,163.84,86.79,52.97,165.7,21.61,21.61,761.91,813.66,106.79,6,75.86
"2066","BON",2005-07-30,174.83,88.75,50.76,168.3,21.79,21.79,763,806.91,105.76,7,75.69
"2067","BON",2005-07-31,182.93,88.84,48.56,186.2,21.91,21.91,762.16,814.54,106.87,6,75.08
"2068","BON",2005-08-01,179.75,90.37,50.28,173.5,21.79,21.79,763.5,814.21,106.64,7,74.75
"2069","BON",2005-08-02,171.68,89.86,52.34,175.4,21.71,21.71,764.12,806,105.48,7,75.39
"2070","BON",2005-08-03,144.44,85.99,59.54,143,21.68,21.68,763.41,807.29,105.75,7,75.83
"2071","BON",2005-08-04,137.47,79.25,57.65,139.3,21.8,21.8,762.29,815.25,106.95,7,75.81
"2072","BON",2005-08-05,138.21,80.2,58.03,136.8,22.03,22.03,762.91,826.04,108.27,7,75.58
"2073","BON",2005-08-06,152.82,86.36,56.51,147.6,22.19,22.19,763.12,812.08,106.42,7,74.8
"2074","BON",2005-08-07,142.01,82.92,58.39,139.6,22.14,22.14,761.41,797.96,104.8,6.8,74.83
"2075","BON",2005-08-08,149.76,83.79,55.95,159.6,22.13,22.13,760.96,789.12,103.7,6.3,75.2
"2076","BON",2005-08-09,143.02,81.63,57.08,135.6,22,22,762,788.96,103.54,6,75.1
"2077","BON",2005-08-10,140.46,80.43,57.26,146.8,21.76,21.76,764.33,784.41,102.63,7,74.76
"2078","BON",2005-08-11,150.87,87.93,58.28,144.2,21.59,21.59,765.46,783.5,102.36,7,75.3
"2079","BON",2005-08-12,148.59,94.18,63.38,139.2,21.45,21.45,763.08,786.25,103.04,5.9,73.91
"2080","BON",2005-08-13,132.52,78.82,59.47,140.6,21.45,21.45,762.5,787.25,103.25,6,74.58
"2081","BON",2005-08-14,125.08,79.47,63.54,114.3,21.72,21.72,760.33,801.08,105.36,7,74.33
"2082","BON",2005-08-15,129.19,75.16,58.18,129.2,22.02,22.02,759.79,819.83,107.9,7,73.9
"2083","BON",2005-08-16,123.89,75.52,60.96,128.8,22.03,22.03,762.46,811.62,106.45,7,73.8
"2084","BON",2005-08-17,138.1,80.8,58.51,152.4,21.71,21.71,761.12,786.12,103.28,7,74.8
"2085","BON",2005-08-18,155.53,89.09,57.28,153.2,21.72,21.72,759.46,787.37,103.68,6,74.83
"2086","BON",2005-08-19,145.79,84.18,57.74,147.6,21.85,21.85,759.46,806,106.13,7,74.98
"2087","BON",2005-08-20,133.56,80.62,60.36,128.8,21.7,21.7,761.75,815.58,107.07,7,75.51
"2088","BON",2005-08-21,118.48,76.6,64.65,122.8,21.77,21.77,763.04,811.16,106.31,6,75.27
"2089","BON",2005-08-22,126.96,74.59,58.75,125.3,21.68,21.68,763.58,792.83,103.83,5.6,75.6
"2090","BON",2005-08-23,138.64,83.4,60.16,143.2,21.36,21.36,762.58,779.75,102.25,6,75.74
"2091","BON",2005-08-24,141.47,88.48,62.55,135.2,21.23,21.23,760.87,779.37,102.43,6,75.76
"2092","BON",2005-08-25,123.24,81.07,65.78,124.3,21.11,21.11,760.46,786.91,103.48,7,75.41
"2093","BON",2005-08-26,117.78,75.63,64.21,120.7,21.13,21.13,761.96,804.58,105.59,7,75.58
"2094","BON",2005-08-27,125.57,74.44,59.28,123.7,21.22,21.22,762,812.41,106.62,7,75.79
"2095","BON",2005-08-28,123.35,75.56,61.26,125.1,21.25,21.25,759.5,805.71,106.08,7,75.97
"2096","BON",2005-08-29,114.6,73.23,63.9,117.7,21.1,21.1,761.83,792,103.96,7,76.15
"2097","BON",2005-08-30,136.64,80.14,58.65,135.8,20.91,20.91,767.58,787.41,102.58,7,76
"2098","BON",2005-08-31,124.69,79.4,63.68,122.1,20.84,20.84,764.62,790.58,103.4,7,76.1
"2099","BON",2005-09-01,122.33,4.95,4.05,123.5,20.99,20.99,760.41,797,104.81,7,76
"2100","BON",2005-09-02,99.92,1.51,1.51,99.3,20.93,20.93,760.08,802.25,105.55,7,75.78
"2101","BON",2005-09-03,96.83,1.45,1.5,96.3,20.74,20.74,762,795.5,104.4,6,76.15
"2102","BON",2005-09-04,94.56,1.41,1.49,84.2,20.64,20.64,764.04,785.25,102.78,7,75.73
"2103","BON",2005-09-05,89.81,1.45,1.62,91.3,20.51,20.51,765.66,774.21,101.12,6,75.13
"2104","BON",2005-09-06,85.97,1.47,1.71,92.1,20.54,20.54,763.87,772.16,101.09,7,75.6
"2105","BON",2005-09-07,81.4,1,1.23,84.2,20.61,20.61,763.5,767.79,100.56,7,75.9
"2106","BON",2005-09-08,88.66,1.39,1.56,87.8,20.67,20.67,759.87,767.87,101.05,6,75.83
"2107","BON",2005-09-09,94.79,1.48,1.56,99.3,20.34,20.34,759.46,761.41,100.26,7,76.15
"2108","BON",2005-09-10,90.02,1.48,1.65,88,19.88,19.88,759.58,754.04,99.27,5.5,76.07
"2109","BON",2005-09-11,75.37,1.5,1.99,75.3,19.84,19.84,763.29,753.62,98.73,6,76.2
"2110","BON",2005-09-12,89.7,1.5,1.67,88,19.8,19.8,763.87,754.54,98.78,7,76.02
"2111","BON",2005-09-13,90.75,2.46,2.71,93.9,19.75,19.75,763.96,756.41,99.01,7,76.09
"2112","BON",2005-09-14,84.93,1.45,1.71,82.7,19.59,19.59,763.5,758.37,99.33,7,76.02
"2113","BON",2005-09-15,82.46,1.42,1.72,83.7,19.33,19.33,764.04,760,99.47,7,76.12
"2114","BON",2005-09-16,91.81,1.44,1.57,88.9,19.06,19.06,762.46,758.33,99.46,7,75.93
"2115","BON",2005-09-17,89.38,1.34,1.5,94,18.82,18.82,765.29,755.66,98.74,7,76.08
"2116","BON",2005-09-18,90.16,1.33,1.47,86.9,18.68,18.68,765.04,754.66,98.64,7,76.16
"2117","BON",2005-09-19,74.76,1.35,1.8,73.8,18.71,18.71,765.46,756.21,98.79,7,76.11
"2118","BON",2005-09-20,83.25,1.3,1.57,84.5,18.7,18.7,766.91,757.46,98.77,7,76.09
"2119","BON",2005-09-21,110.71,1.37,1.23,111.9,18.5,18.5,766.37,755.33,98.56,7,76.13
"2120","BON",2005-09-22,96.43,1.36,1.41,97.2,18.27,18.27,764.41,753.79,98.61,7,76.14
"2121","BON",2005-09-23,105.16,1.35,1.29,103.6,18.21,18.21,763.41,751.08,98.38,7,76.18
"2122","BON",2005-09-24,95.8,1.39,1.45,93.7,18.12,18.12,765.12,750.21,98.05,7,76.04
"2123","BON",2005-09-25,77.85,1.37,1.76,79.4,17.96,17.96,765.58,750.21,97.99,7,76.06
"2124","BON",2005-09-26,86.4,1.35,1.56,89.4,17.9,17.9,762.62,752.87,98.72,7,76.18
"2125","BON",2005-09-27,113.72,1.38,1.21,113.1,17.91,17.91,766.08,756.58,98.76,7,75.94
"2126","BON",2005-09-28,81.69,1.39,1.7,82.1,17.94,17.94,768.25,759.25,98.83,7,76.15
"2127","BON",2005-09-29,101.93,1.35,1.32,101.8,17.92,17.92,762.75,759.58,99.59,7,76.13
"2128","BON",2005-09-30,114.45,1.36,1.19,112.7,17.94,17.94,757.04,758.21,100.15,7,76.07
"2129","BON",2005-10-01,99.57,1.35,1.36,97.2,17.94,17.94,757.5,755.71,99.76,5,75.9
"2130","BON",2005-10-02,79.08,1.36,1.72,75.8,17.73,17.73,758.96,753.62,99.3,7,75.92
"2131","BON",2005-10-03,92.83,1.37,1.47,97.4,17.42,17.42,761.66,748.5,98.27,7,76.02
"2132","BON",2005-10-04,115.16,1.37,1.19,116,17.27,17.27,768.41,748.16,97.37,2,75.98
"2133","BON",2005-10-05,126.79,1.23,0.97,123.7,17.18,17.18,766.5,753.25,98.27,5,75.64
"2134","BON",2005-10-06,111.05,1.23,1.11,108.4,17.07,17.07,762.21,754.83,99.03,7,75.52
"2135","BON",2005-10-07,120.81,1.27,1.05,125,17.16,17.16,760.58,754.04,99.14,7,75.36
"2136","BON",2005-10-08,119.83,1.31,1.09,110.4,17.23,17.23,758.79,753.16,99.26,7,74.91
"2137","BON",2005-10-09,108.38,1.2,1.11,103.4,17.13,17.13,765.29,752.71,98.36,6.5,74.66
"2138","BON",2005-10-10,118.83,1.12,0.94,110,16.98,16.98,764.5,752.41,98.42,7,73.24
"2139","BON",2005-10-11,108.26,1.24,1.15,126.1,16.86,16.86,765.83,756,98.72,7,74.02
"2140","BON",2005-10-12,119.67,1.28,1.07,116.9,16.69,16.69,764.91,754.25,98.61,7,75.01
"2141","BON",2005-10-13,109.16,1.25,1.15,111.3,16.48,16.48,764.08,754.54,98.75,7,74.54
"2142","BON",2005-10-14,112.34,1.24,1.1,109.4,16.24,16.24,757.83,753.08,99.38,7,74.48
"2143","BON",2005-10-15,109.77,1.25,1.14,116.4,16.14,16.14,758.25,753.62,99.39,7,74.95
"2144","BON",2005-10-16,92.13,1.26,1.37,73.9,16.21,16.21,766.75,754.75,98.44,7,75.03
"2145","BON",2005-10-17,90.45,1.15,1.27,94.2,16.16,16.16,763.25,756.46,99.11,7,73.78
"2146","BON",2005-10-18,119.41,1.34,1.12,129.2,16.21,16.21,757.79,757.37,99.95,7,74.88
"2147","BON",2005-10-19,124.03,1.25,1,119.8,16.26,16.26,761.25,757.04,99.45,7,74.58
"2148","BON",2005-10-20,115.58,1.18,1.02,119.8,16.19,16.19,766.25,757.37,98.84,7,74.6
"2149","BON",2005-10-21,114.78,1.22,1.06,108.2,15.98,15.98,765.96,756.91,98.82,7,74.42
"2150","BON",2005-10-22,106.14,1.19,1.12,101.5,15.78,15.78,762.33,755.96,99.16,7,73.68
"2151","BON",2005-10-23,85.01,1.21,1.43,83.5,15.76,15.76,761.54,755.12,99.16,7,74.1
"2152","BON",2005-10-24,108.75,1.2,1.1,123.9,15.86,15.86,762.21,757.08,99.33,7,74.41
"2153","BON",2005-10-25,115.77,1.21,1.05,113,15.87,15.87,759.54,758.54,99.87,7,74.44
"2154","BON",2005-10-26,119.26,1.2,1.01,115.1,15.74,15.74,762.96,757.71,99.31,7,74.38
"2155","BON",2005-10-27,119.05,1.13,0.95,125,15.45,15.45,758.83,754.29,99.4,7,74.48
"2156","BON",2005-10-28,117.85,1.23,1.04,117.9,15.12,15.12,759.04,750.75,98.91,7,74.94
"2157","BON",2005-10-29,108.63,1.22,1.12,111.5,15.13,15.13,766,751.04,98.05,7,75.3
"2158","BON",2005-10-30,92.62,1.84,1.99,88.8,14.98,14.98,770.24,752.32,97.67,7,75.46
"2159","BON",2005-10-31,116.13,1.14,0.98,118.7,14.79,14.79,766.04,752.37,98.22,7,75.45
"2160","BON",2005-11-01,121.83,1.11,0.91,120.5,14.68,14.68,760.66,752.54,98.93,7,75.09
"2161","BON",2005-11-02,120.84,1.09,0.9,118.2,14.41,14.41,760.12,751.71,98.89,7,74.67
"2162","BON",2005-11-03,122.13,1.09,0.89,123.1,14.18,14.18,754,750.41,99.53,5.2,74.62
"2163","BON",2005-11-04,123.5,1.08,0.87,128.9,13.87,13.87,758.79,747.91,98.57,6,75.57
"2164","BON",2005-11-05,124.26,1.11,0.9,125.8,13.57,13.57,756,746.87,98.8,6,75.42
"2165","BON",2005-11-06,113.79,1.1,0.97,100.4,13.17,13.17,757.54,745.62,98.43,6,75.03
"2166","BON",2005-11-07,122.82,1.15,0.94,118.8,12.99,12.99,760.96,746.16,98.06,NA,73.87
"2167","BON",2005-11-08,135.83,0.68,0.5,149.6,12.86,12.86,767.37,742.54,96.76,NA,74.32
"2168","BON",2005-11-09,133.32,1.19,0.89,136.7,12.53,12.53,766.25,741.71,96.8,6,75.27
"2169","BON",2005-11-10,115.96,1.08,0.93,102.1,12.3,12.3,761.79,743.21,97.56,6,74.85
"2170","BON",2005-11-11,117.45,1.05,0.9,107.3,12.27,12.27,762.21,743.79,97.58,7,73.45
"2171","BON",2005-11-12,115.63,1.05,0.91,119.5,12.13,12.13,767.25,743,96.84,7,73.21
"2172","BON",2005-11-13,112.06,1.05,0.93,111.8,12,12,763.58,742.46,97.23,7,73.17
"2173","BON",2005-11-14,109.91,1.29,1.17,113,11.8,11.8,772.5,747.12,96.72,7,73.66
"2174","BON",2005-11-15,114.39,1.06,0.93,127.6,11.41,11.41,775.54,749.87,96.69,7,73.72
"2175","BON",2005-11-16,125.88,1.1,0.87,129.8,11.17,11.17,771.66,749.54,97.13,7,74.45
"2176","BON",2005-11-17,133.92,1.1,0.82,123.1,10.92,10.92,773.25,751.33,97.17,7,74.5
"2177","BON",2005-11-18,122.38,1.09,0.89,129.6,10.53,10.53,771.17,752.5,97.58,7,74.25
"2178","BON",2005-11-19,134.48,1.1,0.82,127.4,10.19,10.19,771.91,754.04,97.68,3,74.35
"2179","BON",2005-11-20,124.39,1.09,0.87,122.7,9.97,9.97,772.04,753.75,97.63,3,74.08
"2180","BON",2005-11-21,136.62,1.1,0.81,129.9,9.73,9.73,772.21,753.91,97.63,5,73.91
"2181","BON",2005-11-22,127.96,1.05,0.82,130.8,9.45,9.45,769.71,753.71,97.92,5,73.31
"2182","BON",2005-11-23,128.22,1.07,0.83,123.3,9.2,9.2,768.46,751.79,97.83,4,73.01
"2183","BON",2005-11-24,128.75,1.15,0.89,131.9,8.98,8.98,765.54,749.29,97.88,6,73.49
"2184","BON",2005-11-25,121.71,1.16,0.96,135.4,8.95,8.95,759,745.66,98.24,6,74.27
"2185","BON",2005-11-26,133.85,1.09,0.82,116.8,9.07,9.07,768.12,744.37,96.91,7,73.94
"2186","BON",2005-11-27,118.72,1.1,0.92,132.9,8.98,8.98,770.62,744.91,96.66,6,73.84
"2187","BON",2005-11-28,124.18,1.12,0.9,133.3,8.69,8.69,763.58,744.79,97.54,6,74.27
"2188","BON",2005-11-29,113.91,1.1,0.97,106.3,8.32,8.32,759.83,742.25,97.69,5.5,75.21
"2189","BON",2005-11-30,130.93,1.1,0.84,116.5,8.23,8.23,764.41,741.71,97.03,7,74.45
"2190","BON",2005-12-01,118.27,0.53,0.45,132.6,8.11,8.11,752.46,741.46,98.54,7,73.86
"2191","BON",2005-12-02,133.85,0.49,0.37,136.4,7.88,7.88,756.66,738.54,97.61,NA,75.14
